Use Case ID,Agency,Component,Use Case Name,Summary of Use Case,Is the Use Case Currently Active?,Stage of System Development Life Cycle,Use Case Topic Area,Use Case Topic Area (If Other),Is the use case using Face Recognition / Face Capture Technology?,Is the AI use case found on the list of general commercial AI products and services?,What is the intended purpose and expected benefits of the AI?,Describe the AI system’s outputs.,Is the Use Case Rights-Impacting?,Presumed Rights-Impacting Category,Is the Use Case Safety-Impacting?,Presumed Safety-Impacting Category,Provide the CAIO Determination Justification if the Use Case does not satisfy the definition of a Safety or Rights Impacting Use Case.,Date Initiated,Date when Development and/or Acquisition began,Date Deployed into Operations,Retired Date,Was the AI system involved in this use case developed (or is it to be developed) under contract(s) or in-house?,Provide the Procurement Instrument Identifier(s) (PIID) of the contract(s) used.,Is this AI use case supporting a High-Impact Service Provider (HISP) public-facing service?,Which HISP is the AI use case supporting?,Which public-facing service is the AI use case supporting?,Does this AI use case disseminate information to the public?,"How is the agency ensuring compliance with Information Quality Act guidelines, if applicable?",Does this AI use case involve personally identifiable information (PII) that is maintained by the agency?,Has the Senior Agency Official for Privacy (SAOP) assessed the privacy risks associated with this AI use case?,Do you have access to an enterprise data catalog or agency-wide data repository that enables you to identify whether or not the necessary datasets exist and are ready to develop your use case?,"If Other, please explain.","Describe any agency-owned data used to train, fine-tune, and/or evaluate performance of the model(s) used in this use case.",Is there available documentation for the model training and evaluation data that demonstrates the degree to which it is appropriate to be used in analysis or for making predictions?,"Which, if any, demographic variables does the AI use case explicitly use as model features?","If Other, Please Explain",Does this project include custom-developed code?,Does the agency have access to the code associated with the AI use case?,"If the code is open-source, provide the link for the publicly available source code.",Does this AI use case have an associated Authority to Operate (ATO) for an AI system?,ATO System Name,How long have you waited for the necessary developer tools to implement the AI use case? ,"For this AI use case, is the required IT infrastructure provisioned via a centralized intake form or process inside the agency?","If Other, please explain.",Do you have a process in place to request access to computing resources for model training and development of the AI involved in this use case?,"If Other, please explain.",Has communication regarding the provisioning of your requested resources been timely?,"If Other, please explain.","How are existing data science tools, libraries, data products, and internally-developed AI infrastructure being re-used for the current AI use case?","Has information regarding the AI use case, including performance metrics and intended use of the model, been made available for review and feedback within the agency?",Has your agency requested an extension to implement the minimum risk management practices for this AI use case?,Has an AI impact assessment been conducted for this AI use case?,Has the AI use case been tested in operational or real-world environments to understand the performance and impact it may have on affected individuals or communities?,What are the key risks from using the AI for this particular use case and how were they identified?,Has an independent evaluation of the AI use case been conducted?,Is there a process to monitor performance of the AI system’s functionality and changes to its impact on rights or safety as part of the post-deployment plan for the AI use case?,"For this particular use case, can the AI carry out a decision or action without direct human involvement that could result in a significant impact on rights or safety?","If Other, please explain.",How is the agency providing reasonable and timely notice regarding the use of AI when people interact with an AI-enabled service as a result of this AI use case?,"If Other, please explain.",Is the AI used to significantly influence or inform decisions or actions that could have an adverse or negative impact on specific individuals or groups?,What steps has the agency taken to detect and mitigate significant disparities in the model’s performance across demographic groups for this AI use case?,What steps has the agency taken to consult and incorporate feedback from groups affected by this AI use case?,"If Other, Please Explain.",Is there an established fallback and escalation process for this AI use case in the event that an impacted individual or group would like to appeal or contest the AI system’s outcome?,Is there an established fallback and escalation process for this AI use case in the event that an impacted individual or group would like to appeal or contest the AI system’s outcome?,"If No, please explain.","Where practicable and consistent with applicable law and governmentwide policy, is there an established mechanism for individuals to opt-out from the AI functionality in favor of a human alternative?","If Other, please explain.",Contact Name,Contact Email Address
DHS-2431,DHS,TSA,Plan of Day Staff Optimization,"Plan of Day is the Transportation Security Administration’s (TSA’s) approach to modernize screening resource allocations, leverage data to inform decisions, and realize efficiencies. Plan of Day leverages AI to assist in checkpoint operational determinations and activities by conducting historical data analytics to help determine optimal screening lane hours and locations, predict necessary staffing requirements, and provide notifications to Transportation Security Officers (TSOs) when scheduling and leave requests are approved. 

Plan of Day will automate TSA screening staff optimization though models capable of prescribing when screening lanes should be opened/closed, determining when/where screening staff is required to absorb operational peaks, determining optimal gender and certification ratios, recommending when to schedule overtime/shift adjustments, drafting lane rotation plans, and informing national TSA staffing requirements, factoring in changes to both optimization plans airline schedules. ",Active,Acquisition and/or Development,Transportation,,No,No,"Plan of Day will automate TSA screening staff optimization.
","Staffing operations models prescribing when screening lanes should be opened/closed, when/where screening staff is required to absorb operational peaks, determining optimal gender and certification ratios, recommending when to schedule overtime/shift adjustments, drafting lane rotation plans, and informing national TSA staffing requirements as prescribed optimization plans deviate as airline schedules shift.
",No,,No,,,10/01/2017,10/01/2017,,,Developed with both contracting and in-house resources,"DHS, S&T Contract Number: 70RSAT21PI00001",Yes,Transportation Security Administration – DHS ,Completing TSA passenger screening,,,,,Yes,,"STIP CAT data and PMIS passenger throughput data; PIMS historic throughput of screening equipment; Master Checkpoint List/Location Codes; Salesforce Master Airport List; HR data via eTAS, NFC, and OLC; AIMs data for airport logistic information; OAG for flight information; Google weather and traffic ","Documentation is complete: Documentation exists regarding the maintenance, composition, quality, and intended use of the training and evaluation data, as well as any statistical bias across model features and protected groups.",None,,,,,No,,More than 12 months,Other,DHS Science and Technology accepted the project via a formal intake process.,Yes,,Yes,,None,Documentation has been published,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-345,DHS,TSA,PreCheck Touchless Identity Solution (TIS),"The Transportation Security Administration (TSA) uses one-to-many (1:n) facial identification technologies as an optional process at some checkpoints to assist human reviewers with traveler identity verification. This additional TSA PreCheck feature is voluntary, and passengers may opt-out of the process at any time and instead choose the standard identity verification by a Transportation Security Officer (TSO). These systems temporarily capture an image of a traveler who chooses to use the screening method and then cross references Customs and Border Protection’s (CBP’s) Traveler Verification Service (TVS) to compare the passenger’s live image to a gallery of pre-staged, enrolled reference photos. No images are retained by TSA, and the voluntary process increases speed and improves accuracy of identity verification by the human reviewer at the checkpoint.",Active,Operation and Maintenance,Transportation,,"Yes.  All Face Recognition and Face Capture (FR/FC) technology is tested both prior to operational use and at least every three years during operational use. DHS Science and Technology (S&T) oversees testing and evaluation based on International Organization for Standardization/ International Electrotechnical Commission (ISO/IEC) standards and technical guidance issued by National Institute of Standards and Technology (NIST). DHS S&T applies laboratory, scenario, and operational testing to cost-effectively characterize technology performance and, when feasible, disaggregate performance by user demographics such as gender, age, and skin tone.  ",No,"TSA is using Facial Comparison to verify a passenger’s identity at its security checkpoints and CMAP locations using the CBP Traveler Verification Service (TVS). This process streamlines passenger and crewmember identity verification, increasing the speed of security checks while maintaining a high degree of safety for all passengers and crewmembers.""","TSA is leveraging CBP's TVS system technology as an optional process for passengers or crew members traveling via certain airports who wish to further expedite their TSA PreCheck or crew member ID verification process. This additional TSA PreCheck feature is voluntary, and passengers may opt-out of the process at any time and instead choose the standard identity verification by a Transportation Security Officer (TSO). Crew members that wish to opt-out will be sent to the security checkpoint to process through screening.",Yes,Biometric Identification,No,,Not Required,04/01/2016,04/01/2017,10/01/2018,,Developed with contracting resources,024-000005265,Yes,Transportation Security Administration – DHS ,Completing TSA passenger screening,No,,Yes,Yes,Other,Data repository owned by another agency.,"N/A - The Agency does not own any of the data used to train, fine-tune, and/or evaluate performance of the model(s) used in this use case.","Documentation is complete: Documentation exists regarding the maintenance, composition, quality, and intended use of the training and evaluation data, as well as any statistical bias across model features and protected groups.",None,,Yes,"Yes - agency has access to source code, but it is not public",,Yes,CBP TVS,Less than 6 months,Other,Provisioned through CBP.,Other,CBP has process in place to request access,Yes,,None,Documentation has been developed,No - Agency did not request an extension for this use case,Yes,Impact evaluation in operational environment,"The key risk is the degradation of the TVS verification to degrade overtime based on the parameters of assessment for comparing images to templates. This was mitigated by testing the threshold for the biometric matching extensively with a variety of face types for several months to establish a match threshold for the identification. The algorithms have been trained on hundreds of millions of data points from a combination of public and private data sources. The underlying data covers a wide variety of demographics (e.g., age, race, gender, etc.) representative of the general population. During model training and refinement shortcomings (e.g., certain combinations of flesh tones and lighting, facial hair variations, etc.) were compensated for. The algorithms are industry leading as measured by NIST. This mitigates the risk of poor performance and algorithmic discrimination. ",Yes - by the CAIO,Intermittent and Manually Updated,No - Some individual decisions or actions require direct human oversight.,,"Online - in the terms or instructions for the service.,In-person,Other","Online - in the terms or instructions for the service.,In-person,Other",Facial matching and privacy notices are posted where facial recognition technology is in use.,No,The threshold for the biometric matching was tested extensively with a variety of face types for several months to establish a match threshold for the identification.,"Direct user testing,General solicitations of comments from the public",,Yes,,Yes,,DHS AI,ai@hq.dhs.gov
DHS-134,DHS,TSA,Synthetic Data for Improved Automated Threat Recognition (ATR) in Checkpoint Screening,"Engineers in the Transportation Security Administration’s (TSAs) Accessible Property Screening (APS) and On-Person Screening (OPS) program offices are developing AI to create images of prohibited items (i.e., synthetic data), such as knives or guns. These images are then used to train Automated Threat Recognition (ATR) and other AI models and systems to detect prohibited items in the screening processes. 

Synthetic data can be quicker to produce which will improve effectiveness by addressing and adapting to new threats quicker. APS and OPS are working with vendors and evaluating AI-based synthetic data generation techniques to bolster the pool of training data available to develop machine learning algorithms in ATR applications. The AI will generate images that mimic the human body and various threats. ",Active,Initiated,Transportation,,No,No,"To create synthetic data that can be used to improve Automated Threat Recognition (ATR) algorithm development. Synthetic data can be quicker to produce which will improve effectiveness by addressing and adapting to new threats quicker.

Accessible Property Screening (APS) and On-Person Screening (OPS) are working with vendors and evaluating AI-based synthetic data generation techniques to bolster the pool of training data available to develop machine learning algorithms in ATR applications.",Images that mimic the human body and various threats.,Yes,Travel and Immigration,Yes,Physical Security,Not Required,01/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-2429,DHS,TSA,TSA Case Handling Platform,"The Transportation Safety Administration’s (TSA’s) Case Handling Platform is a custom case management platform developed for TSA’s Civil Rights and Civil Liberties Office that leverages AI technologies like large language models (LLMs) and machine learning (ML) to generate recommended language for common documents and reports for claims handlers working on Equal Employment Opportunity (EEO) claims by synthesizing the information collected about a case and input into the platform. Language recommendations are assessed by human reviewers before implementation. 

The tool saves case workers manual time to download, order, and compile reports. The case workers can then use their time to work on cases rather than administrative tasks. The use case has the potential of streamlining collection processes related to cases, creating custom reports from various materials during the case managers interview process, producing a centralized tool to manage, and controlling all steps within each case. ",Active,Initiated,Mission-Enabling (internal agency support),,No,No,"The tool saves case workers manual time to download reports, order, and compile. The case workers can then use their time to work on cases rather than administrative tasks. Newton POC has the potential of streamlining collection processes related to cases, and creating custom reports from various materials during the case managers interview process, producing a centralized tool to manage and control all steps within each case.","The LLM automation capabilities include compiling, ordering, and exporting a PDF document that contains 6 key documents from the initial steps of formal complaint process, and 3 key documents at the final stages of the complaint.",No,,No,,,07/01/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-374,DHS,TSA,TSA Contact Center Virtual Assistant,"The Transportation Security Administration (TSA) Contact Center Virtual Assistant is an AI chat-bot designed to improve customer experience and increase efficiency on the TSA.gov website. An AI-powered virtual assistant serves as the initial point of contact for customers, using predictive AI or natural language processing (NLP), to answer routine questions. Customer service agents will remain available and will not be replaced by the virtual assistant. 

The three goals for TSA’s virtual assistant are: (1) improve ease of access and increase efficiency be delivering timely, accurate responses to customers within and outside of the TSA Contact Center’s (TCC’s) operational hours; (2) improve effectiveness by collecting new customer insights to help drive agency improvements; and (3) improve fiscal responsibility by leveraging automation to meet increasing demand without the need for additional resources. 

TSA’s virtual assistant, as a predictive AI tool, will not be able to create and provide original content to customers. It will be limited to providing responses to customer inquiries based on the existing content in the TCC’s knowledge library. However, it will record transactional data related to these customer inquiries (e.g., customer inputs, assistant outputs, topic classifications, etc.). TSA’s virtual assistant will create transactional data regarding customer inquiries in a consistent manner to our existing email and phone channels. TSA uses this transactional data to guide customer experience improvement efforts. This data offers TSA insights into what is working well, where the pain points are, where to improve public information, and what services are most requested. ",Active,Acquisition and/or Development,Government Services (includes Benefits and Service Delivery),,No,No,"The three goals for TSA’s virtual assistant are:  1) Improve Ease / Efficiency – deliver timely, accurate responses to customers within / outside of TCC operational hours; 2) Improve Effectiveness – collect new customer insights to help drive agency improvements; 3) Fiscal Responsibility – leverage automation to meet increasing demand without the need for additional resources.","TSA’s virtual assistant, as a Predictive AI tool, will not be able to create and provide original content to customers.  It will be limited to providing responses to customer inquiries based on the existing content in the TCC’s knowledge library.  However, it will record transactional data related to these customer inquiries (e.g., customer inputs, assistant outputs, topic classifications, etc.).

TSA’s virtual assistant will create transactional data regarding customer inquiries in a consistent manner to our existing email and phone channels.  TSA uses this transactional data to guide customer experience improvement efforts.  This data offers TSA insights into:  what is working well, where the pain points are, where to improve public information, and what services are most requested.",No,,No,,,01/10/2024,08/01/2024,,,Developed with both contracting and in-house resources,70T01024F5600N002,Yes,Transportation Security Administration – DHS ,Getting help from TSA,,,,,Yes,,"TSA.gov FAQs (publicly available), TSA Contact Center (TCC) inquiry data (e.g. why customers contacted us; how we responded to them)(not pubicly available), TCC knowledge library (i.e. approved response language; currently used by TCC agents when responding to customers via email and phone channels)(not publicly available; but derived from TSA.gov FAQs).","Documentation is missing or not available: No documentation exists regarding maintenance, composition, quality, or intended use of the training and evaluation data.",None,,,,,Yes,Customer Service Center - Salesforce,Less than 6 months,Yes,,No,,Yes,,None,No documentation is available,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-133,DHS,TSA,Walk-Through Metal Detector (WTMD) Alternative Automated Target Recognition (ATR) Developments,"AI-enhanced Millimeter wave (mmWave) detectors are used as an alternative to Walk-Through Metal Detectors (WTMDs) for passenger screening to detect both metallic and non-metallic threats and prohibited items on passengers at the security checkpoint. These detectors are an improvement over traditional walk-through metal detectors and provide increased security and a better passenger experience. mmWave body scanners use safer, skin-sensitive, non-ionizing radiation to find concealed objects using pre-defined rule-based and deep learning algorithms to identify prohibited items and relay that information to the Transportation Safety Officers (TSOs) on duty at the checkpoint. An mmWave Automated Target Recognition (ATR) algorithm uses AI and machine learning (ML) to detect anomalies, or targets, on the body and reproduces the threat location on a representative human figure using a coordinate transform function (CTF) for TSO resolution. ATR algorithms are trained and then deployed. Operational systems do not continue to collect images or train the algorithm. ",Active,Acquisition and/or Development,Transportation,,No,No,Artificial intelligence (AI)-enhanced Millimeter wave (mmWave) detectors are used as an alternative to Walk-Through Metal Detectors (WTMDs) for passenger screening to detect both metallic and non-metallic threats and prohibited items on passengers at the security checkpoint. These detectors are an improvement over traditional walk-through metal detectors and provide increased security and a better passenger experience.,The AI outputs target coordinates to the operator viewing station which is viewed as a bounding box on a representative human figure.,Yes,Travel and Immigration,Yes,Physical Security,Not Required,09/30/2021,09/30/2021,,,Developed with contracting resources,70T04024C7573N002,Yes,Transportation Security Administration – DHS ,Completing TSA passenger screening,,,,,No,,TSA owns AIT image scans which are used for algorithm development. The scans contain threat images and are potentially sensitive.,"Documentation is missing or not available: No documentation exists regarding maintenance, composition, quality, or intended use of the training and evaluation data.",None,,,,,No,,More than 12 months,No,,Other,Not yet provisioned.,Other,Not yet provisioned.,Use of existing data platforms,No documentation is available,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-178,DHS,USCG,Adaptive Risk Model for Inspected Small Passenger Vessels,"This AI system helps the USCG assign a numerical risk score for Small Passenger Vessels (SPV) relative to one another. The SPV Safety Task Force leveraged machine learning (ML) and subject matter expert (SME) input to create an adaptable, quantitative analysis tool that reliably identifies the key drivers of marine casualties and calculates a risk score for each vessel within the largest segment of the U.S.-inspected fleet. A vessel risk score is computed with an analytic model that leverages logistic regression and basic ML. The risk score is then combined with an SME-derived consequence score that considers the number of vessel passengers and operation distance from shore. The final combined number is used to categorize a vessel into one of three tiers: at the lowest risk tier, vessels will receive, at a minimum, mandated inspections as per Title 46 Code of Federal Regulations, while vessels in tiers 2 and 1 may receive more frequent or more thorough inspections by more experienced inspectors. Before an inspection recommendation is communicated to the vessel owner, an SME reviews and approves the vessel scores. Follow-on policy efforts set the required scope and frequency of inspection, the minimum competency of the lead inspector, and the level of accountability for each vessel. In addition to their modeling and policy efforts, this team conducted extensive education and outreach with the field, district, and area commands to aid adoption and foster implementation. Their efforts directly improved marine inspector allocation, targeted risk, and enhanced the governance necessary to increase passenger safety across the country. ",Active,Operation and Maintenance,Mission-Enabling (internal agency support),,No,No,"The Small Passenger Vessels (SPV) Safety Task Force leveraged machine learning and subject matter expert input to create an adaptable, quantitative analysis tool that reliably identifies the key drivers of marine casualties and calculates a risk score for each vessel within the largest segment of the U.S.-inspected fleet. A vessel risk score is computed with an analytic model which leverages logistic regression and basic machine learning. The effort directly improved marine inspector allocation, targeted risk and enhanced the governance necessary to increase passenger safety across the country.",Numerical score that compares vessels predicted safety risk relative to each other.,No,,No,,,11/01/2019,11/01/2019,01/01/2021,,Developed in-house,,No,,,No,,No,No,Yes,,"Commercial vessel profiles including: engineering, life saving, propulsion, fire protection, manning, operating routes, plan review, and USCG inspection activity details.","Documentation is missing or not available: No documentation exists regarding maintenance, composition, quality, or intended use of the training and evaluation data.",None,,Yes,"Yes - agency has access to source code, but it is not public",,No,,Less than 6 months,Yes,,No,,Yes,,None,No documentation is available,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-263,DHS,USCG,Silicon Valley Innovation Program (SVIP) Language Translator,"USCG personnel often interact with individuals who speak little or no English, making it very challenging to quickly assess and respond to a variety of situations. To better execute these responsibilities, the USCG needs a portable language translator that can rapidly and effectively communicate with non-English speakers. USCG boarding teams need a handheld, universal language translator that works at the speed of natural language and operates in disconnected environments. A handheld voice translator could be used to communicate the questioning of vessels in high-tension situations where a USCG vessel does not have a translator available encounters different or multiple languages. In cases involving a rescue, being able to determine critical information such as the number of people aboard and the status of life-saving equipment is vital to commanders in their decision-making process. Once the USCG boarding team makes contact with the occupants of the boarded vessel, they must be able to communicate and give orders to the occupants who may not speak English or may speak multiple languages. The development of an offline language translator could enable accurate and swift translation of orders and directions, which are critical to the safety and security of the boarding team and the occupants of the vessel. This use case is funded by DHS (S&T), Silicon Valley Innovation Program (SVIP).",Inactive (research and development only). This use case was reported in a previous version of the DHS AI Use Case Inventory but is a research and development use case that is not planned to be deployed.,Disposal/Retired,Government Services (includes Benefits and Service Delivery),,,No,"A handheld voice translator could be used to communicate the questioning of vessels in high-tension situations where a USCG vessel does not have a translator available, or they encounter different or multiple languages. In cases where a rescue is involved, being able to determine critical information such as the number of people aboard and status of life saving equipment is vital to commanders in their decision-making process. Once the USCG boarding team makes contact with the occupants of the boarded vessel, they must be able to communicate and give orders to the occupants of the vessel who may not speak English or in many cases speak multiple languages. The development of an offline language translator could enable accurate and swift translation of orders and directions which are critical to the safety and security of the boarding team and the occupants of the vessel.",Real time language translation.,,,,,,,,,N/A - Active as R&D only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-13,DHS,USCIS,Asylum Text Analytics,"USCIS oversees lawful immigration to the United States. As set forth in Section 451(b) of the Homeland Security Act of 2002, Public Law 107-296, Congress charged USCIS with administering the asylum program. USCIS, through its Asylum Division within the Refugee, Asylum & International Operations Directorate (RAIO), administers the affirmative asylum program to provide protection to qualified individuals in the United States who have suffered past persecution or have a well-founded fear of future persecution in their country of origin, as outlined under Section 208 of the Immigration and Nationality Act (INA), 8 U.S.C. § 1158 and Title 8 of the Code of Federal Regulations (C.F.R.), Part 208. Generally, an individual not in removal proceedings may apply for asylum through the affirmative asylum process regardless of how the individual arrived in the United States or his or her current immigration status by filing Form I-589, Application for Asylum and for Withholding of Removal. The ATA capability employs machine learning and data graphing techniques to identify plagiarism-based fraud in applications for asylum status and for the withholding of removal by scanning the digitized narrative sections of the associated forms and looking for common language patterns.",Inactive (no longer used),Disposal/Retired,,,,No,"This use case is no longer an Active Use Case. See the ""Summary of Use Case"" section for details.","This use case is no longer an Active Use Case. See the ""Summary of Use Case"" section for details.",,,,,,01/25/2019,01/25/2019,10/01/2019,10/01/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-180,DHS,USCIS,Automated Name and Date of Birth (DOB) Harvesting from Existing Records,"Automated Name and Date of Birth (DOB) Harvesting is being developed to reduce the amount of adjudicative time spent manually harvesting aliases and DOBs from Identity History Responses (IdHS) text. The use case output draws from FBI Background Check System (BCS) source information and is provided to USCIS officers to consider during case processing. For aliases, this solution uses a named-entity recognition (NER) model trained to understand the specific context around where aliases appear—meaning it’s effective at locating true aliases, while at the same time avoiding other places where proper names may exist but are not aliases (e.g., county or street names). For DOBs, this solution uses pattern matching and conditional logic to harvest valid birth dates, while weeding out obvious placeholders and other non-birth dates found within the IdHS text.  This use case has been in production since 2022 and is enabled only for N400. The solution was developed as a Python library, and the encasing Flask application runs on Amazon EKS. Its primary function is to predict where aliases and dates of birth appear within unstructured IdHS text.  It uses a named-entity recognition (NER) model, trained using Spark NLP with a TensorFlow back end on thousands of systematically labeled IdHS records, and word-level embeddings. 

This use case reduces the amount of adjudicative time spent manually harvesting aliases and dates of birth (DOBs) from identity history summary (IdHS) report attached to the ELIS case as part of the Manual Name Harvesting Task during case processing. 

Eliminates need for manual review by extracting unique names and DOBs from IdHS documents and when names/DOBs are already in ELIS, ANH will not suggest any names. This is still a human in the loop process. The ELIS user performing MNH tasks is prompted to decide if the suggested names and DOBs are related to case hence can accept/reject the suggestions. ",Active,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),,No,No,To reduce the amount of adjudicative time spent manually harvesting aliases and dates of birth (DOBs) from identity history summary (idHS) report attached to the ELIS case as part of the Manual Name Harvesting Task during case processing.,"Eliminates need for manual review by extracting unique names and DOBs from IdHS documents and when names/DOBs already in ELIS, ANH will not suggest any names.This is still a human in the loop process. The ELIS user performing MNH tasks prompted to make a decision if the suggested names and DOBs are related to case hence are able to accept/reject the suggestions.",No,Travel and Immigration,No,,"AI outputs of this use case are suggested aliases and DOBs related to the individual query, which USCIS staff must review to accept, reject, or ignore the suggested information. The AI outputs reduce the amount of adjudicative time spent manually harvesting aliases and DOBs.  The use case increases efficiency of tasks associated with reviewing existing records for adjudicating requests for immigration benefits.  Completing such adjudications are not dependent on the use case however lack of this tool would significantly increase human processing times and potentially reduce the accuracy of information consulted during the human review process.",07/10/2020,07/10/2020,06/27/2022,,Developed with contracting resources,70SBUR23F00000120,No,,,No,,Yes,No,Yes,,"1. To train this deep learning model, we’ve gathered the text from about 8,000 IdHS records.
2. Typically, annotation of these entities would be done by hand. But in this case, we’re able to leverage the manual name harvesting that’s already been completed by ELIS users and therefore systematically tag our training data.","Documentation is complete: Documentation exists regarding the maintenance, composition, quality, and intended use of the training and evaluation data, as well as any statistical bias across model features and protected groups.",None,,Yes,"Yes - agency has access to source code, but it is not public",,Yes,ELIS,Less than 6 months,Yes,,Yes,,Yes,,None,Documentation has been developed,,,,,,,,,,,,,,,,,,,,DHS AI,ai@hq.dhs.gov
DHS-181,DHS,USCIS,Automated Realtime Global Organization Specialist (ARGOS) for Company Registration Submissions to E-Verify,"ARGOS searches publicly available datasets (like a human would) to establish risk and potential fraud associated with a company using E-Verify. The use case output informs USCIS Verification Account Compliance (VAC) analysts' decisions regarding whether a company applying to register on E-Verify is fraudulent and should be referred for investigation. ARGOS searches a multitude of public datasets for information that is then ranked and scored based on text analysis and a risk and fraud model developed in collaboration with the USCIS VAC team. The ARGOS application then displays that information to the end-user, allowing them to view the possibilities of fraud and make an informed decision. The goal of the use case is to streamline the process and accelerate work for the individual who is researching a company that has submitted its information for registration to E-Verify. 

ARGOS sentiment analysis produces a risk score, and keyword extraction identifies the keyword category of interest to the VAC management and program analysts (MPAs) for the aggregated open-source information. This helps quickly identify any pertinent information to aid the MPAs in their open-source investigation of company applications. This process saves potentially thousands of MPA man-hours in open-source investigation and creates a single source of truth for each MPA's investigation of a company application. In turn, this allows for quicker application processing and, if the risk of company fraud exists, much faster referral processing time, expediting the next-step referral to Fraud Detection and National Security (FDNS) for further investigations. 

Responses are sent back to a user dashboard accessible internally only by VAC Management and Program Analyst (MPA) personnel. Keywords related to the MPA's work interests are extracted if present, and risk scores are assigned to the open source collected information. The data is presented to the MPA on the graphical user interface (GUI) dashboard. ",Active,Operation and Maintenance,Mission-Enabling (internal agency support),,No,No,"ARGOS sentiment analysis produces a risk score and keyword extraction identifies the keword category of interest to the VAC MPAs (management and program analyst) for the aggregated open-source information to help quickly identify any pertinent information to aid the MPAs in their open-source investigation of company applications.  This saves potentially thousands of MPA man hours in open-source investigation and creates a single source-of-truth for each MPAs investigation of a company application.  This, in turn, allows for quicker application processing and, if risk of company fraud exists, much faster referral processing time quickening the next-step referral to FDNS for further investigations.",Responses back to a user dashboard accessible internally only by VAC Management and Program Analyst (MPA) personnel.  Keywords relating to the MPA's work interest are extracted if present and risk scores are assigned to the open-source collected information. The data is presented to the MPA on the GUI (graphical user interface) dashboard.,Yes,Travel and Immigration,No,,Not Required,06/16/2021,06/16/2021,08/12/2023,,Developed with contracting resources,70SBUR24F00000163,No,,,No,,No,No,Other,The machine learning models are using publicly safe open-source data. They do not need agency data for training. The process utilized for ARGOS is transfer learning.,The fine-tuned dataset is collected from open-source queries from the Bing API connected to the ARGOS system.  This is publicly available data that doesn't contain any PII.,"Documentation has been partially completed: Some documentation exists (detailing the composition and any statistical bias or measurement skew for training and evaluation purposes), but documentation took place within this use case’s development.",None,,Yes,"Yes - agency has access to source code, but it is not public",,Yes,ARGOS (Automated Real-Time Global Organization Specialist),Less than 6 months,Yes,,No,,Yes,,Use of existing data platforms,Limited documentation for review,No - Agency did not request an extension for this use case,Yes,Impact evaluation in operational environment,"Data Collection Bias: search engine prioritization of certain content may skew results. Lack of Domain-Specific Accuracy: model tested on company data across different industries resulted in inconsistent performance. Limited Generalization to Unseen Data: model’s performance on validation datasets lower than on training data, indicating potential overfitting. Misinterpretation of Sentiment: instances of sarcasm/irony not recognized. All risks identified in testing and evaluation phases. ",Yes - by the CAIO,Intermittent and Manually Updated,No - Some individual decisions or actions require direct human oversight.,,N/A - individuals are not interacting with the AI for this use case,N/A - individuals are not interacting with the AI for this use case,,No,"Bias monitoring, fine-tuning data balancing, and statistical precision deviation monitoring have been put in place.",None of the above,,Yes,,"No - This AI use case is not subject to the opt-out requirement because the AI functionality is solely used for the prevention, detection, and investigation of fraud or cybersecurity incidents, or for criminal investigation.",,DHS AI,ai@hq.dhs.gov
